instance,weight,satisfied_clauses,clauses,true_variables,variables,current_objective_history,best_objective_history
wuf20-0514.mwcnf,9114,64,71,20,21,[],[]
wuf20-0515.mwcnf,6804,62,71,18,21,[],[]
wuf20-0516.mwcnf,7585,63,71,18,21,[],[]
wuf20-0517.mwcnf,7564,61,71,18,21,[],[]
wuf20-0518.mwcnf,7674,65,71,19,21,[],[]
wuf20-0519.mwcnf,7424,62,71,19,21,[],[]
wuf20-052.mwcnf,8666,65,71,19,21,[],[]
wuf20-0520.mwcnf,7742,67,71,19,21,[],[]
wuf20-0521.mwcnf,6749,61,71,19,21,[],[]
wuf20-0522.mwcnf,7015,63,71,18,21,[],[]
wuf20-0523.mwcnf,6863,61,71,19,21,[],[]
wuf20-0524.mwcnf,7535,57,71,20,21,[],[]
wuf20-0525.mwcnf,6108,57,71,18,21,[],[]
wuf20-0526.mwcnf,7162,68,71,18,21,[],[]
wuf20-0527.mwcnf,8854,67,71,20,21,[],[]
wuf20-0528.mwcnf,6506,62,71,19,21,[],[]
wuf20-0529.mwcnf,8862,64,71,19,21,[],[]
wuf20-053.mwcnf,8785,65,71,20,21,[],[]
wuf20-0530.mwcnf,7043,63,71,18,21,[],[]
wuf20-0531.mwcnf,7525,65,71,19,21,[],[]
wuf20-0532.mwcnf,6426,52,71,19,21,[],[]
wuf20-0533.mwcnf,7974,63,71,19,21,[],[]
wuf20-0534.mwcnf,7558,59,71,19,21,[],[]
wuf20-0535.mwcnf,5091,56,71,19,21,[],[]
wuf20-0536.mwcnf,7335,60,71,19,21,[],[]
wuf20-0537.mwcnf,7320,67,71,18,21,[],[]
wuf20-0538.mwcnf,7479,65,71,19,21,[],[]
wuf20-0539.mwcnf,7106,60,71,19,21,[],[]
wuf20-054.mwcnf,6089,57,71,18,21,[],[]
wuf20-0540.mwcnf,6777,64,71,19,21,[],[]
wuf20-0541.mwcnf,7029,63,71,19,21,[],[]
wuf20-0542.mwcnf,7331,63,71,18,21,[],[]
wuf20-0543.mwcnf,8762,66,71,21,21,[],[]
wuf20-0544.mwcnf,7416,65,71,19,21,[],[]
wuf20-0545.mwcnf,7794,66,71,18,21,[],[]
wuf20-0546.mwcnf,6068,62,71,19,21,[],[]
wuf20-0547.mwcnf,7385,62,71,19,21,[],[]
wuf20-0548.mwcnf,5593,60,71,19,21,[],[]
wuf20-0549.mwcnf,7635,61,71,19,21,[],[]
wuf20-055.mwcnf,6923,64,71,20,21,[],[]
wuf20-0550.mwcnf,7140,60,71,19,21,[],[]
wuf20-0551.mwcnf,6154,65,71,18,21,[],[]
wuf20-0552.mwcnf,8095,67,71,19,21,[],[]
wuf20-0553.mwcnf,6278,62,71,18,21,[],[]
wuf20-0554.mwcnf,9053,70,71,18,21,[],[]
wuf20-0555.mwcnf,7006,62,71,19,21,[],[]
wuf20-0556.mwcnf,9236,63,71,20,21,[],[]
wuf20-0557.mwcnf,5933,57,71,19,21,[],[]
wuf20-0558.mwcnf,5747,59,71,19,21,[],[]
wuf20-0559.mwcnf,6877,60,71,19,21,[],[]
wuf20-056.mwcnf,7011,55,71,19,21,[],[]
wuf20-0560.mwcnf,8151,66,71,19,21,[],[]
wuf20-0561.mwcnf,8317,65,71,19,21,[],[]
wuf20-0562.mwcnf,7792,65,71,19,21,[],[]
wuf20-0563.mwcnf,7626,59,71,19,21,[],[]
wuf20-0564.mwcnf,6270,60,71,18,21,[],[]
wuf20-0565.mwcnf,6728,61,71,19,21,[],[]
wuf20-0566.mwcnf,6846,60,71,19,21,[],[]
wuf20-0567.mwcnf,5704,57,71,18,21,[],[]
wuf20-0568.mwcnf,8456,67,71,21,21,[],[]
wuf20-0569.mwcnf,6289,63,71,20,21,[],[]
wuf20-057.mwcnf,8216,66,71,18,21,[],[]
wuf20-0570.mwcnf,7346,64,71,19,21,[],[]
wuf20-0571.mwcnf,7966,63,71,19,21,[],[]
wuf20-0572.mwcnf,7303,65,71,19,21,[],[]
wuf20-0573.mwcnf,7722,68,71,19,21,[],[]
wuf20-0574.mwcnf,8281,61,71,18,21,[],[]
wuf20-0575.mwcnf,7282,59,71,19,21,[],[]
wuf20-0576.mwcnf,7026,63,71,18,21,[],[]
wuf20-0577.mwcnf,5612,61,71,19,21,[],[]
wuf20-0578.mwcnf,8236,65,71,19,21,[],[]
wuf20-0579.mwcnf,8475,63,71,19,21,[],[]
wuf20-058.mwcnf,7365,63,71,20,21,[],[]
wuf20-0580.mwcnf,7012,60,71,19,21,[],[]
wuf20-0581.mwcnf,8684,65,71,19,21,[],[]
wuf20-0582.mwcnf,7635,63,71,18,21,[],[]
wuf20-0583.mwcnf,7847,62,71,19,21,[],[]
wuf20-0584.mwcnf,5774,58,71,18,21,[],[]
wuf20-0585.mwcnf,8276,66,71,18,21,[],[]
wuf20-0586.mwcnf,7083,59,71,18,21,[],[]
wuf20-0587.mwcnf,5238,60,71,19,21,[],[]
wuf20-0588.mwcnf,6112,57,71,19,21,[],[]
wuf20-0589.mwcnf,9881,71,71,19,21,[],[]
wuf20-059.mwcnf,7811,62,71,19,21,[],[]
wuf20-0590.mwcnf,5227,53,71,18,21,[],[]
wuf20-0591.mwcnf,6598,62,71,19,21,[],[]
wuf20-0592.mwcnf,6805,66,71,19,21,[],[]
wuf20-0593.mwcnf,7200,62,71,18,21,[],[]
wuf20-0594.mwcnf,7693,64,71,18,21,[],[]
wuf20-0595.mwcnf,7179,62,71,19,21,[],[]
wuf20-0596.mwcnf,6497,59,71,18,21,[],[]
wuf20-0597.mwcnf,7352,62,71,19,21,[],[]
wuf20-0598.mwcnf,7380,61,71,19,21,[],[]
wuf20-0599.mwcnf,5696,60,71,18,21,[],[]
wuf20-06.mwcnf,2036,67,71,19,21,[],[]
wuf20-060.mwcnf,8837,64,71,19,21,[],[]
wuf20-0600.mwcnf,5873,61,71,18,21,[],[]
wuf20-0601.mwcnf,7562,64,71,19,21,[],[]
wuf20-0602.mwcnf,7031,63,71,19,21,[],[]
wuf20-0603.mwcnf,6149,57,71,18,21,[],[]
wuf20-0604.mwcnf,8258,62,71,19,21,[],[]
wuf20-0605.mwcnf,7021,65,71,19,21,[],[]
wuf20-0606.mwcnf,7946,63,71,19,21,[],[]
wuf20-0607.mwcnf,8089,63,71,19,21,[],[]
wuf20-0608.mwcnf,6430,60,71,19,21,[],[]
wuf20-0609.mwcnf,7050,58,71,19,21,[],[]
wuf20-061.mwcnf,8213,60,71,20,21,[],[]
wuf20-0610.mwcnf,8201,68,71,18,21,[],[]
wuf20-0611.mwcnf,7711,65,71,19,21,[],[]
wuf20-0612.mwcnf,5958,60,71,19,21,[],[]
wuf20-0613.mwcnf,6150,57,71,18,21,[],[]
wuf20-0614.mwcnf,8035,67,71,19,21,[],[]
wuf20-0615.mwcnf,6968,61,71,19,21,[],[]
wuf20-0616.mwcnf,5029,62,71,19,21,[],[]
wuf20-0617.mwcnf,6950,62,71,19,21,[],[]
wuf20-0618.mwcnf,7616,66,71,18,21,[],[]
wuf20-0619.mwcnf,7748,62,71,19,21,[],[]
wuf20-062.mwcnf,5988,55,71,19,21,[],[]
wuf20-0620.mwcnf,6130,55,71,19,21,[],[]
wuf20-0621.mwcnf,8394,60,71,19,21,[],[]
wuf20-0622.mwcnf,4719,65,71,18,21,[],[]
wuf20-0623.mwcnf,7750,58,71,19,21,[],[]
wuf20-0624.mwcnf,6754,58,71,19,21,[],[]
wuf20-0625.mwcnf,6944,58,71,19,21,[],[]
wuf20-0626.mwcnf,7282,59,71,19,21,[],[]
wuf20-0627.mwcnf,6900,62,71,18,21,[],[]
wuf20-0628.mwcnf,8858,63,71,19,21,[],[]
wuf20-0629.mwcnf,8492,60,71,19,21,[],[]
wuf20-063.mwcnf,7040,64,71,19,21,[],[]
wuf20-0630.mwcnf,7882,62,71,19,21,[],[]
wuf20-0631.mwcnf,8528,66,71,20,21,[],[]
wuf20-0632.mwcnf,7710,60,71,19,21,[],[]
wuf20-0633.mwcnf,7235,63,71,19,21,[],[]
wuf20-0634.mwcnf,7127,62,71,19,21,[],[]
wuf20-0635.mwcnf,8187,65,71,18,21,[],[]
wuf20-0636.mwcnf,6926,62,71,19,21,[],[]
wuf20-0637.mwcnf,5011,55,71,18,21,[],[]
wuf20-0638.mwcnf,6660,60,71,19,21,[],[]
wuf20-0639.mwcnf,7737,56,71,18,21,[],[]
wuf20-064.mwcnf,7392,60,71,20,21,[],[]
wuf20-0640.mwcnf,7056,63,71,19,21,[],[]
wuf20-0641.mwcnf,6025,56,71,18,21,[],[]
wuf20-0642.mwcnf,5745,63,71,18,21,[],[]
wuf20-0643.mwcnf,6585,63,71,18,21,[],[]
wuf20-0644.mwcnf,8834,65,71,19,21,[],[]
wuf20-0645.mwcnf,6336,60,71,19,21,[],[]
wuf20-0646.mwcnf,8332,66,71,19,21,[],[]
wuf20-0647.mwcnf,6316,60,71,18,21,[],[]
wuf20-0648.mwcnf,7915,70,71,19,21,[],[]
wuf20-0649.mwcnf,6871,60,71,20,21,[],[]
wuf20-065.mwcnf,7749,62,71,19,21,[],[]
wuf20-0650.mwcnf,6418,58,71,19,21,[],[]
wuf20-0651.mwcnf,6839,62,71,18,21,[],[]
wuf20-0652.mwcnf,7285,62,71,18,21,[],[]
wuf20-0653.mwcnf,6641,62,71,19,21,[],[]
wuf20-0654.mwcnf,6292,61,71,19,21,[],[]
wuf20-0655.mwcnf,6081,63,71,18,21,[],[]
wuf20-0656.mwcnf,6196,57,71,19,21,[],[]
wuf20-0657.mwcnf,5665,61,71,18,21,[],[]
wuf20-0658.mwcnf,6868,57,71,19,21,[],[]
wuf20-0659.mwcnf,7371,63,71,19,21,[],[]
wuf20-066.mwcnf,9429,64,71,20,21,[],[]
wuf20-0660.mwcnf,7189,64,71,18,21,[],[]
wuf20-0661.mwcnf,8707,64,71,19,21,[],[]
wuf20-0662.mwcnf,7579,64,71,19,21,[],[]
wuf20-0663.mwcnf,6197,55,71,19,21,[],[]
wuf20-0664.mwcnf,8165,65,71,18,21,[],[]
wuf20-0665.mwcnf,7598,65,71,19,21,[],[]
wuf20-0666.mwcnf,7181,64,71,20,21,[],[]
wuf20-0667.mwcnf,7213,62,71,18,21,[],[]
wuf20-0668.mwcnf,8803,65,71,18,21,[],[]
wuf20-0669.mwcnf,7503,63,71,19,21,[],[]
wuf20-067.mwcnf,7384,66,71,19,21,[],[]
wuf20-0670.mwcnf,6779,61,71,19,21,[],[]
wuf20-0671.mwcnf,7455,59,71,20,21,[],[]
wuf20-0672.mwcnf,6547,64,71,19,21,[],[]
wuf20-0673.mwcnf,4992,61,71,19,21,[],[]
wuf20-0674.mwcnf,6949,65,71,18,21,[],[]
wuf20-0675.mwcnf,8169,63,71,18,21,[],[]
wuf20-0676.mwcnf,6327,60,71,18,21,[],[]
wuf20-0677.mwcnf,7485,63,71,19,21,[],[]
wuf20-0678.mwcnf,7953,62,71,19,21,[],[]
wuf20-0679.mwcnf,9190,66,71,18,21,[],[]
wuf20-068.mwcnf,8210,66,71,19,21,[],[]
wuf20-0680.mwcnf,9476,71,71,19,21,[],[]
wuf20-0681.mwcnf,7970,62,71,20,21,[],[]
wuf20-0682.mwcnf,6459,60,71,19,21,[],[]
wuf20-0683.mwcnf,5042,58,71,19,21,[],[]
wuf20-0684.mwcnf,8296,66,71,20,21,[],[]
wuf20-0685.mwcnf,7794,63,71,19,21,[],[]
wuf20-0686.mwcnf,5643,61,71,19,21,[],[]
wuf20-0687.mwcnf,7539,65,71,20,21,[],[]
wuf20-0688.mwcnf,7766,62,71,19,21,[],[]
wuf20-0689.mwcnf,6470,64,71,18,21,[],[]
wuf20-069.mwcnf,2035,67,71,20,21,[],[]
wuf20-0690.mwcnf,7502,63,71,18,21,[],[]
wuf20-0691.mwcnf,7188,63,71,19,21,[],[]
wuf20-0692.mwcnf,1877,65,71,18,21,[],[]
wuf20-0693.mwcnf,1498,52,71,19,21,[],[]
wuf20-0694.mwcnf,1740,65,71,19,21,[],[]
wuf20-0695.mwcnf,1987,64,71,18,21,[],[]
wuf20-0696.mwcnf,1628,60,71,20,21,[],[]
wuf20-0697.mwcnf,1930,65,71,19,21,[],[]
wuf20-0698.mwcnf,2243,67,71,20,21,[],[]
wuf20-0699.mwcnf,1821,63,71,19,21,[],[]
wuf20-07.mwcnf,1888,62,71,21,21,[],[]
wuf20-070.mwcnf,2023,67,71,19,21,[],[]
wuf20-0700.mwcnf,1928,63,71,20,21,[],[]
wuf20-0701.mwcnf,1659,54,71,20,21,[],[]
wuf20-0702.mwcnf,1923,63,71,19,21,[],[]
wuf20-0703.mwcnf,1790,67,71,19,21,[],[]
wuf20-0704.mwcnf,1547,58,71,19,21,[],[]
wuf20-0705.mwcnf,2068,65,71,18,21,[],[]
wuf20-0706.mwcnf,1861,62,71,19,21,[],[]
wuf20-0707.mwcnf,1962,61,71,19,21,[],[]
wuf20-0708.mwcnf,1934,63,71,19,21,[],[]
wuf20-0709.mwcnf,2361,67,71,20,21,[],[]
wuf20-071.mwcnf,1516,55,71,18,21,[],[]
wuf20-0710.mwcnf,1176,60,71,17,21,[],[]
wuf20-0711.mwcnf,1368,56,71,19,21,[],[]
wuf20-0712.mwcnf,1533,61,71,18,21,[],[]
wuf20-0713.mwcnf,1991,62,71,19,21,[],[]
wuf20-0714.mwcnf,1623,62,71,19,21,[],[]
wuf20-0715.mwcnf,1544,62,71,19,21,[],[]
wuf20-0716.mwcnf,1859,62,71,19,21,[],[]
wuf20-0717.mwcnf,1397,61,71,20,21,[],[]
wuf20-0718.mwcnf,1612,64,71,20,21,[],[]
wuf20-0719.mwcnf,1867,61,71,20,21,[],[]
wuf20-072.mwcnf,1710,63,71,19,21,[],[]
wuf20-0720.mwcnf,2144,66,71,20,21,[],[]
wuf20-0721.mwcnf,2008,62,71,19,21,[],[]
wuf20-0722.mwcnf,1607,64,71,18,21,[],[]
wuf20-0723.mwcnf,2185,69,71,19,21,[],[]
wuf20-0724.mwcnf,2153,65,71,18,21,[],[]
wuf20-0725.mwcnf,1948,66,71,19,21,[],[]
wuf20-0726.mwcnf,1759,60,71,19,21,[],[]
wuf20-0727.mwcnf,2062,62,71,19,21,[],[]
wuf20-0728.mwcnf,1496,64,71,18,21,[],[]
wuf20-0729.mwcnf,1309,57,71,18,21,[],[]
wuf20-073.mwcnf,2217,68,71,18,21,[],[]
wuf20-0730.mwcnf,1656,60,71,18,21,[],[]
wuf20-0731.mwcnf,1480,56,71,19,21,[],[]
wuf20-0732.mwcnf,1611,55,71,19,21,[],[]
wuf20-0733.mwcnf,1868,65,71,19,21,[],[]
wuf20-0734.mwcnf,2139,67,71,19,21,[],[]
wuf20-0735.mwcnf,1346,59,71,18,21,[],[]
wuf20-0736.mwcnf,1577,57,71,18,21,[],[]
wuf20-0737.mwcnf,1530,63,71,19,21,[],[]
wuf20-0738.mwcnf,1696,64,71,20,21,[],[]
wuf20-0739.mwcnf,2076,62,71,18,21,[],[]
wuf20-074.mwcnf,1938,61,71,19,21,[],[]
wuf20-0740.mwcnf,2201,69,71,19,21,[],[]
wuf20-0741.mwcnf,1500,62,71,19,21,[],[]
wuf20-0742.mwcnf,1764,64,71,18,21,[],[]
wuf20-0743.mwcnf,1660,57,71,19,21,[],[]
wuf20-0744.mwcnf,1977,69,71,19,21,[],[]
wuf20-0745.mwcnf,1895,64,71,19,21,[],[]
wuf20-0746.mwcnf,2032,67,71,19,21,[],[]
wuf20-0747.mwcnf,1888,58,71,19,21,[],[]
wuf20-0748.mwcnf,1558,54,71,20,21,[],[]
wuf20-0749.mwcnf,2473,66,71,20,21,[],[]
wuf20-075.mwcnf,1633,57,71,20,21,[],[]
wuf20-0750.mwcnf,2450,66,71,20,21,[],[]
wuf20-0751.mwcnf,1552,62,71,19,21,[],[]
wuf20-0752.mwcnf,1662,63,71,19,21,[],[]
wuf20-0753.mwcnf,1699,60,71,18,21,[],[]
wuf20-0754.mwcnf,1930,66,71,19,21,[],[]
wuf20-0755.mwcnf,1858,66,71,18,21,[],[]
wuf20-0756.mwcnf,1722,61,71,19,21,[],[]
wuf20-0757.mwcnf,1857,62,71,19,21,[],[]
wuf20-0758.mwcnf,2316,70,71,19,21,[],[]
wuf20-0759.mwcnf,2011,67,71,19,21,[],[]
wuf20-076.mwcnf,1451,60,71,19,21,[],[]
wuf20-0760.mwcnf,1709,62,71,19,21,[],[]
wuf20-0761.mwcnf,2014,65,71,19,21,[],[]
wuf20-0762.mwcnf,1918,61,71,19,21,[],[]
wuf20-0763.mwcnf,2085,67,71,18,21,[],[]
wuf20-0764.mwcnf,2152,66,71,19,21,[],[]
wuf20-0765.mwcnf,1798,61,71,19,21,[],[]
wuf20-0766.mwcnf,1805,64,71,19,21,[],[]
wuf20-0767.mwcnf,1811,62,71,19,21,[],[]
wuf20-0768.mwcnf,1608,60,71,19,21,[],[]
wuf20-0769.mwcnf,1708,61,71,19,21,[],[]
wuf20-077.mwcnf,1361,60,71,19,21,[],[]
wuf20-0770.mwcnf,1976,67,71,18,21,[],[]
wuf20-0771.mwcnf,1801,60,71,19,21,[],[]
wuf20-0772.mwcnf,1948,64,71,19,21,[],[]
wuf20-0773.mwcnf,1655,60,71,19,21,[],[]
wuf20-0774.mwcnf,1536,58,71,18,21,[],[]
wuf20-0775.mwcnf,1336,56,71,18,21,[],[]
wuf20-0776.mwcnf,1826,63,71,19,21,[],[]
wuf20-0777.mwcnf,1709,59,71,18,21,[],[]
wuf20-0778.mwcnf,1379,59,71,19,21,[],[]
wuf20-0779.mwcnf,1518,61,71,18,21,[],[]
wuf20-078.mwcnf,1658,65,71,20,21,[],[]
wuf20-0780.mwcnf,1970,64,71,19,21,[],[]
wuf20-0781.mwcnf,1488,59,71,19,21,[],[]
wuf20-0782.mwcnf,1551,55,71,19,21,[],[]
wuf20-0783.mwcnf,1935,67,71,19,21,[],[]
wuf20-0784.mwcnf,1562,59,71,18,21,[],[]
wuf20-0785.mwcnf,1399,60,71,18,21,[],[]
wuf20-0786.mwcnf,1831,58,71,19,21,[],[]
wuf20-0787.mwcnf,1431,57,71,20,21,[],[]
wuf20-0788.mwcnf,2081,64,71,19,21,[],[]
wuf20-0789.mwcnf,2202,64,71,19,21,[],[]
wuf20-079.mwcnf,1645,62,71,20,21,[],[]
wuf20-0790.mwcnf,2019,63,71,19,21,[],[]
wuf20-0791.mwcnf,2189,67,71,20,21,[],[]
wuf20-0792.mwcnf,1153,51,71,19,21,[],[]
wuf20-0793.mwcnf,1912,68,71,19,21,[],[]
wuf20-0794.mwcnf,1980,63,71,18,21,[],[]
wuf20-0795.mwcnf,1646,59,71,19,21,[],[]
wuf20-0796.mwcnf,1680,60,71,21,21,[],[]
wuf20-0797.mwcnf,1910,62,71,19,21,[],[]
wuf20-0798.mwcnf,2067,61,71,18,21,[],[]
wuf20-0799.mwcnf,1494,57,71,18,21,[],[]
wuf20-08.mwcnf,1748,61,71,20,21,[],[]
wuf20-080.mwcnf,1816,61,71,19,21,[],[]
wuf20-0800.mwcnf,1926,66,71,19,21,[],[]
wuf20-0801.mwcnf,2298,68,71,19,21,[],[]
wuf20-0802.mwcnf,1658,58,71,18,21,[],[]
wuf20-0803.mwcnf,1960,61,71,20,21,[],[]
wuf20-0804.mwcnf,1620,65,71,19,21,[],[]
wuf20-0805.mwcnf,2197,70,71,19,21,[],[]
wuf20-0806.mwcnf,1688,61,71,19,21,[],[]
wuf20-0807.mwcnf,1394,59,71,19,21,[],[]
wuf20-0808.mwcnf,1742,65,71,19,21,[],[]
wuf20-0809.mwcnf,1685,62,71,20,21,[],[]
wuf20-081.mwcnf,1819,63,71,18,21,[],[]
wuf20-0810.mwcnf,1434,57,71,19,21,[],[]
wuf20-0811.mwcnf,2202,64,71,21,21,[],[]
wuf20-0812.mwcnf,1760,65,71,18,21,[],[]
wuf20-0813.mwcnf,1596,64,71,18,21,[],[]
wuf20-0814.mwcnf,1920,64,71,20,21,[],[]
wuf20-0815.mwcnf,1948,56,71,20,21,[],[]
wuf20-0816.mwcnf,1424,60,71,18,21,[],[]
wuf20-0817.mwcnf,1485,58,71,18,21,[],[]
wuf20-0818.mwcnf,2042,64,71,20,21,[],[]
wuf20-0819.mwcnf,2019,64,71,20,21,[],[]
wuf20-082.mwcnf,1729,64,71,18,21,[],[]
wuf20-0820.mwcnf,1932,65,71,19,21,[],[]
wuf20-0821.mwcnf,1406,59,71,19,21,[],[]
wuf20-0822.mwcnf,1409,59,71,18,21,[],[]
wuf20-0823.mwcnf,1805,62,71,20,21,[],[]
wuf20-0824.mwcnf,1641,63,71,19,21,[],[]
wuf20-0825.mwcnf,1602,58,71,19,21,[],[]
wuf20-0826.mwcnf,2308,68,71,20,21,[],[]
wuf20-0827.mwcnf,1600,58,71,19,21,[],[]
wuf20-0828.mwcnf,1960,65,71,18,21,[],[]
wuf20-0829.mwcnf,1911,67,71,19,21,[],[]
wuf20-083.mwcnf,2047,63,71,19,21,[],[]
wuf20-0830.mwcnf,1878,67,71,18,21,[],[]
wuf20-0831.mwcnf,1971,67,71,19,21,[],[]
wuf20-0832.mwcnf,1318,58,71,19,21,[],[]
wuf20-0833.mwcnf,1595,62,71,19,21,[],[]
wuf20-0834.mwcnf,1567,59,71,19,21,[],[]
wuf20-0835.mwcnf,2024,62,71,19,21,[],[]
wuf20-0836.mwcnf,1964,62,71,19,21,[],[]
wuf20-0837.mwcnf,1320,60,71,19,21,[],[]
wuf20-0838.mwcnf,1397,61,71,18,21,[],[]
wuf20-0839.mwcnf,1521,62,71,18,21,[],[]
wuf20-084.mwcnf,2380,69,71,19,21,[],[]
wuf20-0840.mwcnf,2110,66,71,19,21,[],[]
wuf20-0841.mwcnf,1917,62,71,19,21,[],[]
wuf20-0842.mwcnf,1580,56,71,19,21,[],[]
wuf20-0843.mwcnf,1492,53,71,19,21,[],[]
wuf20-0844.mwcnf,2304,69,71,19,21,[],[]
wuf20-0845.mwcnf,1796,63,71,18,21,[],[]
wuf20-0846.mwcnf,2198,70,71,18,21,[],[]
wuf20-0847.mwcnf,1826,65,71,19,21,[],[]
wuf20-0848.mwcnf,1796,63,71,19,21,[],[]
wuf20-0849.mwcnf,2203,64,71,19,21,[],[]
wuf20-085.mwcnf,2153,65,71,19,21,[],[]
wuf20-0850.mwcnf,1543,61,71,19,21,[],[]
wuf20-0851.mwcnf,1660,62,71,20,21,[],[]
wuf20-0852.mwcnf,1537,60,71,19,21,[],[]
wuf20-0853.mwcnf,1383,64,71,18,21,[],[]
wuf20-0854.mwcnf,1499,51,71,19,21,[],[]
wuf20-0855.mwcnf,1961,64,71,18,21,[],[]
wuf20-0856.mwcnf,1583,53,71,20,21,[],[]
wuf20-0857.mwcnf,1313,60,71,19,21,[],[]
wuf20-0858.mwcnf,1789,62,71,19,21,[],[]
wuf20-0859.mwcnf,2253,67,71,20,21,[],[]
wuf20-086.mwcnf,1662,61,71,19,21,[],[]
wuf20-0860.mwcnf,1876,60,71,19,21,[],[]
wuf20-0861.mwcnf,1510,59,71,18,21,[],[]
wuf20-0862.mwcnf,1790,65,71,19,21,[],[]
wuf20-0863.mwcnf,2020,71,71,19,21,[],[]
wuf20-0864.mwcnf,2452,68,71,20,21,[],[]
wuf20-0865.mwcnf,1731,58,71,18,21,[],[]
wuf20-0866.mwcnf,1519,57,71,18,21,[],[]
wuf20-0867.mwcnf,2344,67,71,19,21,[],[]
wuf20-0868.mwcnf,1629,57,71,19,21,[],[]
wuf20-0869.mwcnf,1961,63,71,19,21,[],[]
wuf20-087.mwcnf,1902,65,71,19,21,[],[]
wuf20-0870.mwcnf,1870,63,71,18,21,[],[]
wuf20-0871.mwcnf,1798,64,71,19,21,[],[]
wuf20-0872.mwcnf,1401,62,71,20,21,[],[]
wuf20-0873.mwcnf,2207,60,71,19,21,[],[]
wuf20-0874.mwcnf,2425,63,71,20,21,[],[]
wuf20-0875.mwcnf,1683,63,71,18,21,[],[]
wuf20-0876.mwcnf,1780,64,71,19,21,[],[]
wuf20-0877.mwcnf,1701,59,71,19,21,[],[]
wuf20-0878.mwcnf,1508,59,71,20,21,[],[]
wuf20-0879.mwcnf,2069,66,71,19,21,[],[]
wuf20-088.mwcnf,2105,66,71,19,21,[],[]
wuf20-0880.mwcnf,1835,65,71,20,21,[],[]
wuf20-0881.mwcnf,1705,67,71,18,21,[],[]
wuf20-0882.mwcnf,2495,67,71,20,21,[],[]
wuf20-0883.mwcnf,1490,54,71,19,21,[],[]
wuf20-0884.mwcnf,1894,63,71,19,21,[],[]
wuf20-0885.mwcnf,1666,64,71,18,21,[],[]
wuf20-0886.mwcnf,2183,62,71,18,21,[],[]
wuf20-0887.mwcnf,1805,60,71,20,21,[],[]
wuf20-0888.mwcnf,1986,63,71,19,21,[],[]
wuf20-0889.mwcnf,1774,61,71,18,21,[],[]
wuf20-089.mwcnf,1474,55,71,19,21,[],[]
wuf20-0890.mwcnf,1816,57,71,20,21,[],[]
wuf20-0891.mwcnf,1956,61,71,20,21,[],[]
wuf20-0892.mwcnf,1815,64,71,19,21,[],[]
wuf20-0893.mwcnf,1663,61,71,19,21,[],[]
wuf20-0894.mwcnf,2310,69,71,19,21,[],[]
wuf20-0895.mwcnf,1756,63,71,19,21,[],[]
wuf20-0896.mwcnf,1522,64,71,18,21,[],[]
wuf20-0897.mwcnf,2127,69,71,19,21,[],[]
wuf20-0898.mwcnf,1651,59,71,20,21,[],[]
wuf20-0899.mwcnf,2003,63,71,19,21,[],[]
wuf20-09.mwcnf,10555,61,71,19,21,[],[]
wuf20-090.mwcnf,2297,70,71,20,21,[],[]
wuf20-0900.mwcnf,1896,63,71,19,21,[],[]
wuf20-0901.mwcnf,2296,65,71,19,21,[],[]
wuf20-0902.mwcnf,1810,60,71,19,21,[],[]
wuf20-0903.mwcnf,1756,57,71,19,21,[],[]
wuf20-0904.mwcnf,1658,57,71,20,21,[],[]
wuf20-0905.mwcnf,1751,63,71,19,21,[],[]
wuf20-0906.mwcnf,1925,64,71,20,21,[],[]
wuf20-0907.mwcnf,1607,59,71,19,21,[],[]
wuf20-0908.mwcnf,1388,62,71,18,21,[],[]
wuf20-0909.mwcnf,1666,55,71,18,21,[],[]
wuf20-091.mwcnf,2042,60,71,20,21,[],[]
wuf20-0910.mwcnf,1687,61,71,19,21,[],[]
wuf20-0911.mwcnf,1816,62,71,19,21,[],[]
wuf20-0912.mwcnf,1535,56,71,19,21,[],[]
wuf20-0913.mwcnf,1756,59,71,19,21,[],[]
wuf20-0914.mwcnf,1865,65,71,19,21,[],[]
wuf20-0915.mwcnf,1652,60,71,19,21,[],[]
wuf20-0916.mwcnf,1897,64,71,19,21,[],[]
wuf20-0917.mwcnf,1636,59,71,20,21,[],[]
wuf20-0918.mwcnf,2007,62,71,19,21,[],[]
wuf20-0919.mwcnf,2000,66,71,19,21,[],[]
wuf20-092.mwcnf,2199,66,71,17,21,[],[]
wuf20-0920.mwcnf,2177,69,71,18,21,[],[]
wuf20-0921.mwcnf,2061,65,71,19,21,[],[]
wuf20-0922.mwcnf,2198,66,71,19,21,[],[]
wuf20-0923.mwcnf,1836,55,71,18,21,[],[]
wuf20-0924.mwcnf,2063,60,71,20,21,[],[]
wuf20-0925.mwcnf,1938,65,71,19,21,[],[]
wuf20-0926.mwcnf,1907,61,71,19,21,[],[]
wuf20-0927.mwcnf,1861,60,71,20,21,[],[]
wuf20-0928.mwcnf,1999,63,71,19,21,[],[]
wuf20-0929.mwcnf,1781,59,71,19,21,[],[]
wuf20-093.mwcnf,1446,59,71,18,21,[],[]
wuf20-0930.mwcnf,1922,61,71,20,21,[],[]
wuf20-0931.mwcnf,1998,65,71,18,21,[],[]
wuf20-0932.mwcnf,1850,62,71,19,21,[],[]
wuf20-0933.mwcnf,1737,60,71,20,21,[],[]
